"","no","year","valor","ent","opt","cons","cve_ent","indicador","ods","obj_ods","c_eje","eje","hex_ods","hex_eje","hex_dimension","hex_obj_est","proyec","sentido","c_dimension","dimension","c_obj_est","obj_est","dif_ab","u_med","unidad_de_medida"
"721",30,2011,11.79839,"Tamaulipas",NA,NA,"28","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"722",30,2011,13.95984,"Tlaxcala",NA,NA,"29","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"723",30,2011,13.95601,"Veracruz",NA,NA,"30","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"724",30,2011,10.21835,"Yucatán",NA,NA,"31","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"725",30,2011,11.24914,"Zacatecas",NA,NA,"32","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"726",30,2011,13.70482,"Nacional",NA,NA,"33","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"727",30,2012,10.19062,"Aguascalientes",NA,NA,"1","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"728",30,2012,13.98469,"Baja California",NA,NA,"2","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"729",30,2012,10.39969,"Baja California Sur",NA,NA,"3","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"730",30,2012,16.40448,"Campeche",NA,NA,"4","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"731",30,2012,12.82867,"Coahuila",NA,NA,"5","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"732",30,2012,10.9208,"Colima",NA,NA,"6","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"733",30,2012,13.55938,"Chiapas",NA,NA,"7","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"734",30,2012,13.35725,"Chihuahua",NA,NA,"8","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"735",30,2012,13.39871,"Ciudad de México",NA,NA,"9","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"736",30,2012,13.18408,"Durango",NA,NA,"10","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"737",30,2012,11.50826,"Guanajuato",NA,NA,"11","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"738",30,2012,15.10554,"Guerrero",NA,NA,"12","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"739",30,2012,14.39354,"Hidalgo",NA,NA,"13","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"740",30,2012,11.3629,"Jalisco",NA,NA,"14","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"741",30,2012,15.15754,"México",NA,NA,"15","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"742",30,2012,12.18546,"Michoacán",NA,NA,"16","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"743",30,2012,12.18634,"Morelos",NA,NA,"17","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"744",30,2012,10.63685,"Nayarit",NA,NA,"18","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"745",30,2012,10.1771,"Nuevo León",NA,NA,"19","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"746",30,2012,14.7631,"Oaxaca",NA,NA,"20","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"747",30,2012,16.69054,"Puebla",NA,NA,"21","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"748",30,2012,12.15316,"Querétaro",NA,NA,"22","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"749",30,2012,11.66391,"Quintana Roo",NA,NA,"23","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"750",30,2012,12.81505,"San Luis Potosí",NA,NA,"24","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"751",30,2012,9.99547,"Sinaloa",NA,NA,"25","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"752",30,2012,13.18201,"Sonora",NA,NA,"26","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"753",30,2012,14.06583,"Tabasco",NA,NA,"27","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"754",30,2012,12.25212,"Tamaulipas",NA,NA,"28","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"755",30,2012,14.93424,"Tlaxcala",NA,NA,"29","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"756",30,2012,13.96654,"Veracruz",NA,NA,"30","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"757",30,2012,11.43844,"Yucatán",NA,NA,"31","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"758",30,2012,11.18482,"Zacatecas",NA,NA,"32","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"759",30,2012,13.28087,"Nacional",NA,NA,"33","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"760",30,2013,9.41176,"Aguascalientes",NA,NA,"1","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"761",30,2013,14.3225,"Baja California",NA,NA,"2","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"762",30,2013,11.15838,"Baja California Sur",NA,NA,"3","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"763",30,2013,14.6849,"Campeche",NA,NA,"4","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"764",30,2013,11.91662,"Coahuila",NA,NA,"5","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"765",30,2013,10.78975,"Colima",NA,NA,"6","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"766",30,2013,13.56878,"Chiapas",NA,NA,"7","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"767",30,2013,14.97368,"Chihuahua",NA,NA,"8","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"768",30,2013,12.84182,"Ciudad de México",NA,NA,"9","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"769",30,2013,13.36229,"Durango",NA,NA,"10","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"770",30,2013,11.22419,"Guanajuato",NA,NA,"11","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"771",30,2013,14.7178,"Guerrero",NA,NA,"12","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"772",30,2013,13.61176,"Hidalgo",NA,NA,"13","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"773",30,2013,10.73823,"Jalisco",NA,NA,"14","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"774",30,2013,15.06345,"México",NA,NA,"15","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"775",30,2013,11.73716,"Michoacán",NA,NA,"16","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"776",30,2013,12.25701,"Morelos",NA,NA,"17","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"777",30,2013,10.01398,"Nayarit",NA,NA,"18","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"778",30,2013,9.82019,"Nuevo León",NA,NA,"19","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"779",30,2013,13.69341,"Oaxaca",NA,NA,"20","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"780",30,2013,15.63458,"Puebla",NA,NA,"21","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"781",30,2013,11.88391,"Querétaro",NA,NA,"22","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"782",30,2013,11.33134,"Quintana Roo",NA,NA,"23","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"783",30,2013,13.06689,"San Luis Potosí",NA,NA,"24","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"784",30,2013,9.85757,"Sinaloa",NA,NA,"25","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"785",30,2013,10.73191,"Sonora",NA,NA,"26","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"786",30,2013,13.3396,"Tabasco",NA,NA,"27","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"787",30,2013,13.33445,"Tamaulipas",NA,NA,"28","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"788",30,2013,13.8594,"Tlaxcala",NA,NA,"29","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"789",30,2013,14.3754,"Veracruz",NA,NA,"30","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"790",30,2013,10.82922,"Yucatán",NA,NA,"31","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"791",30,2013,10.97446,"Zacatecas",NA,NA,"32","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"792",30,2013,12.96756,"Nacional",NA,NA,"33","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"793",30,2014,10.43849,"Aguascalientes",NA,NA,"1","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"794",30,2014,13.60984,"Baja California",NA,NA,"2","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"795",30,2014,10.71259,"Baja California Sur",NA,NA,"3","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
"796",30,2014,11.98394,"Campeche",NA,NA,"4","Tasa de mortalidad infantil","3","Salud y bienestar",1,"Aguascalientes educado, integrado y equitativo","4C9F38","003B59","FFBE4F","209797",0,"0",1,"Derechos Sociales",3,"Salud y deporte",NA,"Defunciones de menores de 1 año por cada mil nacidos vivos.","Defunciones de menores de 1 año por cada mil nacidos vivos."
